Company name,NPRI_Report_ReportYear,Substance name,Current year quantity,Last year quantity,Two years ago quantity,Three years ago quantity,Number of employees,Group,Growth,Province,Price
Suncor Energy Oil Sands Limited Partnership ,2017,Methanol,0,0,0,0,7823,Releases to Air,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Molybdenum trioxide,0,0,0,0,7823,Releases to Water Bodies,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Naphthalene,0,0,0,0,6567,Releases to Air,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Naphthenic acid fraction compounds (and their salts),0,0,0,0,6567,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Nickel (and its compounds),0,0,0,0,6567,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,7823,Releases to Air,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,7823,Releases to Air,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,6567,Releases to Air,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Perylene,0,0,0,0,6567,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Phenanthrene,0,0,0,0,7823,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Phenol (and its salts),0,0,0,0,6567,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Phosphorus (total),0,0,0,0,6567,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Propylene,0,0,0,0,6567,Releases to Air,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Pyrene,0,0,0,0,6567,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Quinoline,0,0,0,0,6567,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Selenium (and its compounds),0,0,0,0,7823,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Silver (and its compounds),0,0,0,0,6567,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Sulphur dioxide,0,0,0,0,7823,Releases to Air,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Sulphuric acid,0,0,0,0,6567,Releases to Air,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Thallium (and its compounds),0,0,0,0,7823,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Toluene,0,0,0,0,7823,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Total particulate matter,0,0,0,0,7823,Releases to Air,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Total reduced sulphur (expressed as hydrogen sulphide),0,0,0,0,6567,Releases to Air,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Vanadium (and its compounds),0,0,0,0,6567,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Volatile Organic Compounds (VOCs),0,0,0,0,6567,Releases to Air,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Xylene (all isomers),0,0,0,0,7823,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,Zinc (and its compounds),0,0,0,0,6567,On-site Disposal,1,Alberta,1
Suncor Energy Oil Sands Limited Partnership ,2017,n-Hexane,0,0,0,0,6567,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership,2017,"1,2,4-Trimethylbenzene",11.1301,11.7007,13.4095,11.4403,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,"1,3-Butadiene",0.0003,0.0784,0,0,365,Releases to Air,1,Quebec,1
Suncor Energy Products Partnership,2017,"7H-Dibenzo[c,g]carbazole",0,0,0,0,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Acenaphthene,0.1381578,0.1555152,0.1500495,0.1796753,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Acenaphthylene,0,0,0,0,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Aluminum oxide (fibrous forms only),0,0,0,170.557,411,Off-site Disposal,1,Quebec,1
Suncor Energy Products Partnership,2017,Ammonia (total),950.3638,537.585,1665.7476,3605.4549,1471,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Anthracene,0,0,0,0,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Antimony (and its compounds),0.0897,0,0,0,411,Sum of release to all media (<1tonne),1,Quebec,1
Suncor Energy Products Partnership,2017,Arsenic (and its compounds),0.1567357,0.1892153,0.5135498,0.349044,365,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Energy Products Partnership,2017,Asbestos (friable form only),37.39,19.73,60.81,52.635,1693,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Benz[a]anthracene,0.0077163,0.0125445,0.0123254,0.0184371,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Benzene,23.8069,54.2017,17.6021,29.2225,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Benzo[a]pyrene,0.0425712,0,0.000353,0.0004332,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Benzo[b]fluoranthene,0,0,0.0003111,0.0003335,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Benzo[e]pyrene,0.0082706,0,0.0007846,0.005859,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Benzo[ghi]perylene,0.0098109,0,0.0018064,0.0072649,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Benzo[j]fluoranthene,0,0,0.0003129,0.0018971,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Benzo[k]fluoranthene,0,0,0.0006133,0.0022164,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Biphenyl,0.0032,0.0023,0.0029,0.0025,813,Sum of release to all media (<1tonne),1,Quebec,1
Suncor Energy Products Partnership,2017,Cadmium (and its compounds),0.0428438,0.0443584,0.0518311,0.0580674,365,Releases to Water Bodies,1,Quebec,1
Suncor Energy Products Partnership,2017,Carbon monoxide,6615.8431,5662.1535,4730.3653,4675.837,695,Releases to Air,1,Ontario,1
Suncor Energy Products Partnership,2017,Chrysene,0.0718038,0.0014405,0.0035182,0.0024693,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Cobalt (and its compounds),0.0945632,0.1341455,0,0,1693,Off-site Transfers for Recycling,1,Alberta,1
Suncor Energy Products Partnership,2017,"Cresol (all isomers, and their salts)",0,0,85.0544,66.8294,62,Off-site Transfers for Recycling,1,British Columbia,1
Suncor Energy Products Partnership,2017,Cumene,0.6253,0.2331,0.5792,0.4263,834,Sum of release to all media (<1tonne),1,Ontario,1
Suncor Energy Products Partnership,2017,Cyclohexane,6.0662,6.8153,7.5707,7.5927,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,"Dibenz[a,h]anthracene",0.005691,0,5.23E-05,0.0039343,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,"Dibenz[a,j]acridine",0,0,0,0,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,"Dibenzo[a,i]pyrene",0,0,0,0,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Dicyclopentadiene,0.0023,0.0011,0.0007,0.0023,769,Sum of release to all media (<1tonne),1,Ontario,1
Suncor Energy Products Partnership,2017,Diethanolamine (and its salts),41.2794,183.4693,278.1119,56.5898,1471,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Ethylbenzene,14.8487,12.9579,14.1901,13.9906,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Ethylene,0,0,0,0,813,Releases to Air,1,Quebec,1
Suncor Energy Products Partnership,2017,Ethylene glycol,2.9622,73.5937,191.8179,39.2974,1471,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Fluoranthene,0.0189004,0.0232746,0.022909,0.0289049,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Fluorene,0.1874722,0.231616,0.2665754,0.2748269,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Hydrochloric acid,10.09,0,0,15.344,411,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Energy Products Partnership,2017,Hydrogen fluoride,0.4793,0.6789,0.404,1.5073,856,Releases to Air,1,Ontario,1
Suncor Energy Products Partnership,2017,Hydrogen sulphide,86.9426,93.5442,92.1908,119.3516,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,"Indeno[1,2,3-cd]pyrene",0,0,0.000956,0.0028835,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Lead (and its compounds),14.700562,7.9032634,16.7263634,9.477702,365,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Energy Products Partnership,2017,Mercury (and its compounds),0,0.0064522,0,0,365,Releases to Air,1,Quebec,1
Suncor Energy Products Partnership,2017,Methanol,28.223,34.3822,29.356,37.4415,1471,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Methyl ethyl ketone,0.0084,12.5309,0,0,823,Off-site Disposal,1,Ontario,1
Suncor Energy Products Partnership,2017,Molybdenum trioxide,1.7156,0,62.1702,35.709,1693,Off-site Transfers for Recycling,1,Alberta,1
Suncor Energy Products Partnership,2017,Naphthalene,1.4222,0.1661,0.3465,0.2574,907,Sum of release to all media (<1tonne),1,Alberta,1
Suncor Energy Products Partnership,2017,Naphthenic acid fraction compounds (and their salts),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Nickel (and its compounds),0.4362,0.5167,0.8616,8.174,856,Off-site Transfers for Recycling,1,Ontario,1
Suncor Energy Products Partnership,2017,Nitrogen oxides (expressed as nitrogen dioxide),2702.7394,2647.9593,2743.4052,2660.4798,813,Releases to Air,1,Quebec,1
Suncor Energy Products Partnership,2017,PM10 - Particulate Matter <= 10 Micrometers,399.1417,310.2359,299.2742,292.1293,866,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership,2017,PM2.5 - Particulate Matter <= 2.5 Micrometers,202.079,152.9008,150.6607,127.8314,866,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership,2017,Perylene,0,0,0,0,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Phenanthrene,0.6380926,0.659032,0.641429,0.7619754,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Phenol (and its salts),53.3333,52.0018,63.1332,64.1283,907,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Propylene,3.8295,3.9665,2.77,12.043,813,Releases to Air,1,Quebec,1
Suncor Energy Products Partnership,2017,Pyrene,0.2968164,0.2649542,0.2562002,0.3242507,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Selenium (and its compounds),0.1556597,0.153048,0.147714,0.2016825,1471,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Speciated VOCs (62 substances),0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership,2017,Styrene,0.002,0.0021,0.0018,0.0019,823,Sum of release to all media (<1tonne),1,Ontario,1
Suncor Energy Products Partnership,2017,Sulphur dioxide,7316.7503,6390.4726,4365.3352,5097.3932,1065,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership,2017,Sulphuric acid,21459.653,15898.8811,26304.3526,26084.0139,365,Off-site Transfers for Recycling,1,Quebec,1
Suncor Energy Products Partnership,2017,Tetrachloroethylene,0,0,0,3.2835,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Toluene,81.8157,93.697,107.6579,111.0986,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Total particulate matter,668.4945,542.0637,537.7537,516.8399,866,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership,2017,Total reduced sulphur (expressed as hydrogen sulphide),7.0725,7.0435,7.2947,11.6372,834,Releases to Air,1,Ontario,1
Suncor Energy Products Partnership,2017,Vanadium (and its compounds),0,0,0,0,813,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Energy Products Partnership,2017,Volatile Organic Compounds (VOCs),3271.3556,3360.7637,3899.7238,4000.1728,1,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership,2017,Xylene (all isomers),76.2516,73.0749,122.0597,116.0448,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership,2017,Zinc (and its compounds),0,7.5774,32.7622,19.3762,365,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Energy Products Partnership,2017,n-Hexane,69.7555,61.3906,57.7336,53.0741,866,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,"1,2,4-Trimethylbenzene",0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership ,2017,"1,3-Butadiene",0,0,0,0,813,Sum of release to all media (<1tonne),1,Quebec,1
Suncor Energy Products Partnership ,2017,Acenaphthene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Ammonia (total),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Anthracene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Antimony (and its compounds),0,0,0,0,813,Sum of release to all media (<1tonne),1,Quebec,1
Suncor Energy Products Partnership ,2017,Arsenic (and its compounds),0,0,0,0,813,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Energy Products Partnership ,2017,Asbestos (friable form only),0,0,0,0,813,Off-site Disposal,1,Quebec,1
Suncor Energy Products Partnership ,2017,Benz[a]anthracene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Benzene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Benzo[a]pyrene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Benzo[b]fluoranthene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Benzo[e]pyrene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Benzo[ghi]perylene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Benzo[j]fluoranthene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Benzo[k]fluoranthene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Biphenyl,0,0,0,0,813,Sum of release to all media (<1tonne),1,Quebec,1
Suncor Energy Products Partnership ,2017,Cadmium (and its compounds),0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership ,2017,Carbon monoxide,0,0,0,0,813,Releases to Air,1,Ontario,1
Suncor Energy Products Partnership ,2017,Chrysene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Cobalt (and its compounds),0,0,0,0,813,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Energy Products Partnership ,2017,Cumene,0,0,0,0,813,Sum of release to all media (<1tonne),1,Ontario,1
Suncor Energy Products Partnership ,2017,Cyclohexane,0,0,0,0,813,Releases to Air,1,Ontario,1
Suncor Energy Products Partnership ,2017,"Dibenz[a,h]anthracene",0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Diethanolamine (and its salts),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Ethylbenzene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Ethylene glycol,0,0,0,0,813,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Energy Products Partnership ,2017,Fluoranthene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Fluorene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Hydrochloric acid,0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership ,2017,Hydrogen fluoride,0,0,0,0,813,Sum of release to all media (<1tonne),1,Ontario,1
Suncor Energy Products Partnership ,2017,Hydrogen sulphide,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,"Indeno[1,2,3-cd]pyrene",0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Lead (and its compounds),0,0,0,0,1065,Off-site Transfers for Recycling,1,Alberta,1
Suncor Energy Products Partnership ,2017,Mercury (and its compounds),0,0,0,0,813,Releases to Air,1,Quebec,1
Suncor Energy Products Partnership ,2017,Methanol,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Methyl ethyl ketone,0,0,0,0,813,Sum of release to all media (<1tonne),1,Ontario,1
Suncor Energy Products Partnership ,2017,Naphthalene,0,0,0,0,813,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Energy Products Partnership ,2017,Naphthenic acid fraction compounds (and their salts),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Nickel (and its compounds),0,0,0,0,813,Sum of release to all media (<1tonne),1,Quebec,1
Suncor Energy Products Partnership ,2017,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,813,Releases to Air,1,Quebec,1
Suncor Energy Products Partnership ,2017,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership ,2017,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership ,2017,Phenanthrene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Phenol (and its salts),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Propylene,0,0,0,0,813,Releases to Air,1,Quebec,1
Suncor Energy Products Partnership ,2017,Pyrene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Quinoline,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Selenium (and its compounds),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Sulphur dioxide,0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership ,2017,Sulphuric acid,0,0,0,0,813,Off-site Transfers for Recycling,1,Quebec,1
Suncor Energy Products Partnership ,2017,Tetrachloroethylene,0,0,0,0,813,Sum of release to all media (<1tonne),1,Quebec,1
Suncor Energy Products Partnership ,2017,Toluene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,Total particulate matter,0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership ,2017,Total reduced sulphur (expressed as hydrogen sulphide),0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership ,2017,Vanadium (and its compounds),0,0,0,0,813,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Energy Products Partnership ,2017,Volatile Organic Compounds (VOCs),0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Energy Products Partnership ,2017,Xylene (all isomers),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Energy Products Partnership ,2017,n-Hexane,0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Enery Products Partenership ,2017,"1,2,4-Trimethylbenzene",0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Enery Products Partenership ,2017,"1,3-Butadiene",0,0,0,0,411,Sum of release to all media (<1tonne),1,Quebec,1
Suncor Enery Products Partenership ,2017,Acenaphthene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Aluminum oxide (fibrous forms only),0,0,0,0,411,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Enery Products Partenership ,2017,Ammonia (total),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Anthracene,0,0,0,0,1065,Off-site Transfers for Recycling,1,Alberta,1
Suncor Enery Products Partenership ,2017,Antimony (and its compounds),0,0,0,0,411,Sum of release to all media (<1tonne),1,Quebec,1
Suncor Enery Products Partenership ,2017,Arsenic (and its compounds),0,0,0,0,411,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Enery Products Partenership ,2017,Asbestos (friable form only),0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Benz[a]anthracene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Benzene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Benzo[e]pyrene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Benzo[ghi]perylene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Benzo[j]fluoranthene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Benzo[k]fluoranthene,0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Biphenyl,0,0,0,0,411,Sum of release to all media (<1tonne),1,Quebec,1
Suncor Enery Products Partenership ,2017,Cadmium (and its compounds),0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Enery Products Partenership ,2017,Carbon monoxide,0,0,0,0,482,Releases to Air,1,Ontario,1
Suncor Enery Products Partenership ,2017,Chrysene,0,0,0,0,1065,Off-site Transfers for Recycling,1,Alberta,1
Suncor Enery Products Partenership ,2017,Cobalt (and its compounds),0,0,0,0,411,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Enery Products Partenership ,2017,Cumene,0,0,0,0,482,Sum of release to all media (<1tonne),1,Ontario,1
Suncor Enery Products Partenership ,2017,Cyclohexane,0,0,0,0,482,Releases to Air,1,Ontario,1
Suncor Enery Products Partenership ,2017,"Dibenz[a,h]anthracene",0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Dicyclopentadiene,0,0,0,0,482,Sum of release to all media (<1tonne),1,Ontario,1
Suncor Enery Products Partenership ,2017,Diethanolamine (and its salts),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Ethylbenzene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Ethylene glycol,0,0,0,0,411,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Enery Products Partenership ,2017,Fluoranthene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Fluorene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Hydrochloric acid,0,0,0,0,411,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Enery Products Partenership ,2017,Hydrogen fluoride,0,0,0,0,482,Sum of release to all media (<1tonne),1,Ontario,1
Suncor Enery Products Partenership ,2017,Hydrogen sulphide,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,"Indeno[1,2,3-cd]pyrene",0,0,0,0,1065,Off-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Lead (and its compounds),0,0,0,0,1065,Off-site Transfers for Recycling,1,Alberta,1
Suncor Enery Products Partenership ,2017,Methanol,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Methyl ethyl ketone,0,0,0,0,482,Sum of release to all media (<1tonne),1,Ontario,1
Suncor Enery Products Partenership ,2017,Molybdenum trioxide,0,0,0,0,411,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Enery Products Partenership ,2017,Naphthalene,0,0,0,0,482,Sum of release to all media (<1tonne),1,Ontario,1
Suncor Enery Products Partenership ,2017,Naphthenic acid fraction compounds (and their salts),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Nickel (and its compounds),0,0,0,0,411,Releases to Air,1,Quebec,1
Suncor Enery Products Partenership ,2017,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,411,Releases to Air,1,Quebec,1
Suncor Enery Products Partenership ,2017,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Enery Products Partenership ,2017,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Enery Products Partenership ,2017,Phenanthrene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Phenol (and its salts),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Propylene,0,0,0,0,411,Releases to Air,1,Quebec,1
Suncor Enery Products Partenership ,2017,Pyrene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Selenium (and its compounds),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Speciated VOCs (62 substances),0,0,0,0,8,Releases to Air,1,Alberta,1
Suncor Enery Products Partenership ,2017,Styrene,0,0,0,0,482,Sum of release to all media (<1tonne),1,Ontario,1
Suncor Enery Products Partenership ,2017,Sulphur dioxide,0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Enery Products Partenership ,2017,Sulphuric acid,0,0,0,0,411,Off-site Transfers for Recycling,1,Quebec,1
Suncor Enery Products Partenership ,2017,Tetrachloroethylene,0,0,0,0,411,Off-site Transfers for Treatment Prior to Final Disposal,1,Quebec,1
Suncor Enery Products Partenership ,2017,Toluene,0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,Total particulate matter,0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Enery Products Partenership ,2017,Total reduced sulphur (expressed as hydrogen sulphide),0,0,0,0,1065,Releases to Air,1,Alberta,1
Suncor Enery Products Partenership ,2017,Vanadium (and its compounds),0,0,0,0,411,Sum of release to all media (<1tonne),1,Quebec,1
Suncor Enery Products Partenership ,2017,Volatile Organic Compounds (VOCs),0,0,0,0,8,Releases to Air,1,Alberta,1
Suncor Enery Products Partenership ,2017,Xylene (all isomers),0,0,0,0,1065,On-site Disposal,1,Alberta,1
Suncor Enery Products Partenership ,2017,n-Hexane,0,0,0,0,1065,Releases to Air,1,Alberta,1
Sunshine Oil Sands Ltd,2017,Carbon monoxide,0,0,15.102,0,42,Releases to Air,1,Alberta,1
Sunshine Oil Sands Ltd,2017,Ethylene glycol,0,0,0,0,42,Sum of release to all media (<1tonne),1,Alberta,1
Sunshine Oil Sands Ltd,2017,Nitrogen oxides (expressed as nitrogen dioxide),0,0,18.445,0,42,Releases to Air,1,Alberta,1
